kremer_genus;kremer_species;kremer_species;kremer_source;kremer_growthTemp;kremer_growthRate;kremer_growthRateLnCorr
Prorocentrum;Prorocentrum minimum;Prorocentrum minimum;marine;4|10|20|13|15|18|20|22|24.5|26.5|29|31;0.25|0.45|0.95|0.13031167|0.201012682|0.208637301|0.237749483|0.281417755|0.333403794|0.432523841|0.476192113|0.302212171|0.382617244|0.397173334|0.411729425|0.434603282|0.504611147|0.527485004|0.585709368|0.628684493|0.461636022|0.484509879|0.54827942|0.598186017|0.634922817|0.664034999|0.684829414|0.730577128|0.525405563|0.556597186|0.577391601|0.591947692|0.606503783|0.641161142|0.699385505|0.484509879|0.598186017|0.621059874|0.684829414|0.699385505|0.716021038|0.728497687|0.490055057|0.585709368|0.641161142|0.684829414|0.713941596|0.722259362|0.743053778|0.75968931|0.461636022|0.539961654|0.591947692|0.630763934|0.659876116|0.680670531|0.709782713|0.718100479|0.738894894|0.782563167|0.289735521|0.434603282|0.457477139|0.480350996|0.500452264|0.564914952|0.62452561|0.659876116|0.088722839|0.117835021|0.144867761|0.254385015|0.26062334|0.275179431|0.289735521;12.01244326|12.31630824|12.61614703|10.93949381|11.37293277|11.41016211|11.5407823|11.70940501|11.87891912|12.13920222|12.23538614|11.69062073|11.92652653|11.9638642|11.99985781|12.05392503|12.20327953|12.24761184|12.35231511|12.42312094|11.98147839|12.02983946|12.15348669|12.24060341|12.30020509|12.3450365|12.37587142|12.44053645|12.02385552|12.08152684|12.11820577|12.14310332|12.16739602|12.22296587|12.30988715|11.85698557|12.06774952|12.10527524|12.20301752|12.22404984|12.24755729|12.2648322|11.76269102|11.94099698|12.03145409|12.09734305|12.13897443|12.15055757|12.17894169|12.20108282|11.61968001|11.77640139|11.86832154|11.93183494|11.97695538|12.00798165|12.04986215|12.06151277|12.09005895|12.14747791|11.05133447|11.45679958|11.50809287|11.55688304|11.59787818|11.71904115|11.8193583|11.87441807|9.787067118|10.0708353|10.27737111|10.8403987|10.864626|10.91897314|10.97051829
Pseudo-nitzschia;Pseudo-nitzschia americana;Pseudo-nitzschia americana;marine;10|15|20|25|30;0.315|0.32|0.357|0.524|0.585|0.774|0.833|0.85|0.956|0.481|0.822|0.851|1.117|1.185|1.329|1.333|1.413|1.44|1.5|0.559|0.854|1.315|1.513|1.756|1.81|1.899|1.94|2.043|2.083|1.015|1.197|1.386|2.018|2.042|2.083|2.143|2.152|2.47|2.768|1.123|1.583|1.81|1.972|2.108|2.667|2.708;11.9596333|11.97538165|12.08479644|12.46855234|12.57867251|12.85863253|12.9320943|12.95229701|13.06981857|12.15535868|12.6912318|12.72590354|12.99789321|13.05698946|13.17167347|13.17467873|13.23296179|13.2518898|13.29271179|12.08583452|12.50961624|12.94127699|13.08153476|13.23047882|13.26076717|13.30876776|13.3301283|13.38185965|13.40124949|12.46989493|12.63482474|12.78142821|13.15711324|13.16893603|13.18881548|13.21721303|13.22140396|13.35922446|13.47313135|12.36558353|12.70890163|12.8429067|12.92862811|12.99531948|13.2305341|13.24579021
Pseudo-nitzschia;Pseudo-nitzschia granii;Pseudo-nitzschia granii;marine;8|10|14|17|20;0.358|0.5|0.577|0.642|0.551|0.72|0.741|0.883|0.591|0.755|0.843|0.949|0.412|0.73|0.792|0.894|0.219|0.507|0.577;12.18088773|12.51496284|12.65819701|12.76494305|12.51879547|12.78631187|12.81506128|12.99038586|12.40618727|12.651089|12.76133821|12.87978005|11.91168314|12.48370433|12.56522118|12.68636557|11.14875678|11.98819605|12.11752732
Pseudo-nitzschia;Pseudo-nitzschia multiseries;Pseudo-nitzschia multiseries;marine;5|10|15|20|25|5|10|15|20;0.173286795|0.221807098|0.301519024|0.450545667|0.415888308|0.16|0.18|0.19|0.36|0.89|0.21|0.38|0.4|0.45|0.41|0.45|0.47|0.68|0.83|0.6|0.67|0.71|0.77|1.18;11.59775944|11.60886873|11.68832452|11.87014449|11.57766777|11.51798525|11.63576829|11.68983551|12.32891547|13.2340329|11.55416819|12.14723191|12.1985252|12.31630824|11.99564857|12.08873899|12.1322241|12.50158421|12.70091711|12.15661471|12.26696276|12.32495002|12.40607557|12.83295477
Pseudo-nitzschia;Pseudo-nitzschia turgiduloides;Pseudo-nitzschia turgiduloides;marine;1|3|5|7|8;0.298|0.323|0.428|0.481|0.311916231|0.413|0.613|0.71|0.728|0.304984759|0.46|0.59|0.67|0.304984759|0.322|0.444|0.494|0.26|0.33|0.355|0.39;12.33469707|12.41525591|12.69672678|12.81347085|12.28223679|12.56294972|12.95786706|13.1047671|13.12980317|12.16307324|12.57403793|12.82293398|12.95008915|12.06776311|12.12205285|12.44332587|12.55003682|11.86103637|12.0994474|12.17247253|12.26650148
Pycnococcus;Pycnococcus provasolii;Pycnococcus provasolii;marine;10|15|20;0.0826|0.1512|0.1694|0.1652|0.1806|0.3122|0.1036|0.2562|0.301;10.62107034|11.22566412|11.33932344|11.08664827|11.17577605|11.72313541|10.40022238|11.30564344|11.46679532
Pyramimonas;Pyramimonas disomata;Pyramimonas disomata;marine;15|22;1.103490311|0.918420014;12.98572485|12.49650256
Raphidocelis;Raphidocelis subcapitata;Raphidocelis subcapitata;freshwater;15|20|21|24|27|28|33|14|22|25|30;0.574|0.812|0.994|1.365|0.462|0.672|0.77|1.992|0.252|0.602|0.784|1.412|1.39|1.274|0.38|0.56|0.55;12.3321208|12.67899175|12.88122861|12.97859476|11.85218538|12.22687883|12.36301101|13.18606035|10.99368824|11.8645166|12.12866818|12.71702157|12.66023562|12.37170633|11.9645425|12.00178453|11.87518782|11.65174285
Rhizosolenia;Rhizosolenia setigera;Rhizosolenia setigera;marine;12.5|14.5|17|21|24|27|31|4.5|7|9|11.5|14.2|17;0.249532985|0.582243632|0.92188575|1.129829904|1.053583714|1.351637002|0.693147181|0.291121816|0.478271555|0.554517744|0.443614196|0.533723329|0.207944154;11.6118713|12.36878129|12.71708109|12.74644286|12.54911861|12.67333089|11.84279214|12.14059531|12.51767998|12.57164118|12.2329057|12.29524789|11.22792934
Romeria;Romeria leopoliensis;Romeria leopoliensis;freshwater;25|30|32.5|35|39;1.978277|4.05328|5.506473|6.482945|7.639051;13.13723258|13.64910628|13.8553113|13.91999472|13.92966977
Scenedesmus;Scenedesmus ;Scenedesmus ;freshwater;5|9|10|12.5|15|16|17|18|19|20|22.5|25;0.186|0.418|0.566|0.935|1|1.102|1.084|1.214|1.232|1.371|1.336|1.355;11.66855811|12.28902381|12.54565474|12.93282672|12.88724669|12.93980398|12.87907297|12.94837761|12.91943857|12.98298073|12.85000523|12.75880777
Scenedesmus;Scenedesmus almeriensis;Scenedesmus almeriensis;freshwater;10|20|30|35|40;0.475|0.741|0.98|1.007|0.906;12.37037546|12.36768568|12.22937715|12.05779545|11.75969096
Scenedesmus;Scenedesmus ecornis;Scenedesmus ecornis;freshwater;10|15|20|25|30|35;0.18|0.75|1.2|1.4|2.1|1.35;11.40001751|12.59956461|12.84976189|12.79147855|12.9915172|12.35092443
Scripsiella;Scripsiella trochoidea;Scripsiella trochoidea;marine;2|4|6|7.5|9.5|11|12.5|14|15.5|16.5|18|19.5|21|22.5|23.5;0.232|0.272|0.317|0.327|0.373|0.463|0.454|0.418|0.463|0.474|0.466|0.415|0.348|0.299|0.08;12.03511196|12.09678441|12.15388743|12.1138462|12.15183882|12.29863316|12.21037739|12.05985268|12.09489515|12.07396001|11.99088728|11.80960622|11.56882297|11.35301345|9.992255959
Skeletonema;Skeletonema ardens;Skeletonema ardens;marine;15|20|25|30|35|15|20|25|30|15|20|25|30|35|15|20|25|30|35|15|20|25|30|35;0.761|1.388|1.503|1.95|2.32|0.544|1.26|1.286|1.452|0.4|1.407|1.452|1.542|2.258|0.793|1.375|1.414|1.842|2.245|0.768|1.305|1.465|1.887|2.22;12.61412476|12.99530419|12.86246942|12.91740923|12.89238702|12.27844065|12.89855205|12.70654294|12.62252177|11.97095595|13.00890011|12.82794823|12.68266013|12.8652993|12.65531463|12.98589406|12.80142888|12.86043179|12.85952536|12.62328114|12.93364337|12.83686156|12.88456812|12.84832703
Skeletonema;Skeletonema costatum;Skeletonema costatum;marine;8|15|20|25|30|32|5|10|15|20|25|30|5|10|15|20|30|0|2|5|10|15|16|20|22|24|25|30|1|4.5|7|10|13|16|2.8|4|7|10|13|16|19|22.2|24.5|2.8|4|7|10|13|16|19|22.2|24.5|27.5|7|10|15|20|9|13|16|20|25|3|18|10|15|20|25|30;0.019|0.117|0.415|0.458|0.404|0.342|0.218|0.682|1.02|1.306|1.492|0.868|0.055451774|0.145560908|0.325779175|0.34657359|0.353505062|0.616900991|0.859502504|0.887228391|0.838708088|0.84563956|0.859502504|0.935748694|0.65155835|0.707010124|0.72780454|0.824845145|0.325779175|0.534416476|0.65155835|0.700078652|1.088241073|1.143692848|1.983787231|1.670484705|2.632572992|1.774456782|2.245796865|3.109458252|2.134893316|3.424147072|2.793383138|2.670696087|0.166355323|0.741667483|0.76939337|0.57531216|0.810982201|1.122898433|0.339642118|0.201012682|0.457477139|0.360436534|0.57531216|0.464408611|0.554517744|0.672352765|1.275390812|0.873365448|1.247664925|0.457477139|1.247664925|0.429751252|1.025857827|0.311916231|0.485203026|0.554517744|0.741667483|0.887228391|0.92188575|1.275390812|1.15062432|1.462540551|1.642758818|0.693147181|1.109035489|1.316979643|1.594238515|0.448|0.706|0.701|0.879|0.801|0.402025365|0.388162421|0.356|0.827|1.226|1.29|1.247;9.244793722|10.74166534|11.78796357|11.67412022|11.34323945|11.09634968|11.8273065|12.73209032|12.90704931|12.93440936|12.85512382|12.10801629|10.45832514|11.42340605|11.99328043|12.05515583|12.07495846|12.40419995|12.73584514|12.76759384|12.49154777|12.49977827|12.51603879|12.601032|11.82119153|11.90286956|11.9318571|12.05702024|12.47341281|12.86955004|12.92217839|12.99400413|13.19937864|13.2490783|13.7998237|13.40036051|13.85520838|13.41617161|13.47650074|13.80188884|13.3400197|13.7277736|13.48225977|13.231919|11.75172959|13.07575452|12.99310368|12.56197344|12.76781088|12.9585905|12.37714075|11.79435035|12.61670926|12.2348172|12.70241409|12.34782545|12.52515946|12.58034792|13.2205727|12.70727607|13.06395101|11.92877134|12.93207344|11.72853451|12.50145772|12.29198294|12.67554976|12.66560011|12.81596166|12.85766721|12.76134329|12.95405235|12.71338791|12.85610358|12.84781603|12.88874367|13.21830665|13.16258765|13.13383653|12.35833561|12.62918001|12.48742988|12.53846995|12.23311198|12.53601731|11.8081255|12.08199139|12.6972961|12.87119717|12.70964853|12.47032052
Skeletonema;Skeletonema japonicum;Skeletonema japonicum;marine;10|15|20|25|10|15|20|25|10|15|20|25|10|15|20|25|10|15|20|25;1.25|1.212|1.59|1.545|1.154|0.859|1.526|1.532|0.942|1.301|1.551|1.63|0.84|1.526|1.487|1.012|1.103|1.506|1.551;13.33795949|13.07951857|13.13117435|12.89003022|13.2580501|12.73526033|13.09009026|12.88158039|13.05506593|13.15037989|13.10634021|12.94358633|12.94046255|12.7128933|13.09009026|12.85176698|13.12674451|12.98528043|13.07689746|12.8939062
Skeletonema;Skeletonema marinoi;Skeletonema marinoi;marine;2.8|4|7|10|13|16|19|22.2|24.5|27.5;0.263395929|0.34657359|0.519860385|0.637695406|0.720873068|0.92188575|1.15062432|1.095172545|1.316979643|1.247664925;12.12290662|12.33907752|12.60106159|12.66492141|12.65002784|12.76134329|12.85110438|12.66399516|12.75126951|12.57271273
Skeletonema;Skeletonema marinoi-dohrnii;Skeletonema marinoi-dohrnii;marine;10|15|20|25|30|10|15|20|25|30|10|15|20|25|30|10|15|20|25|30|10|15|20|25|30;1.015|1.461|1.578|1.603|1.69|0.89|1.332|1.532|1.623|1.629|1.086|1.222|1.287|1.494|1.623|0.899|0.989|1.287|1.649|1.433|1.06|1.513|1.603|1.668|1.558;13.12970455|13.26636782|13.12359855|12.92688319|12.77430838|12.99828212|13.17392826|13.0940144|12.9392826|12.73754618|13.19731716|13.08773555|12.91975426|12.8564634|12.73385614|13.00834369|12.87618574|12.91975426|12.95517536|12.60935|13.17308484|13.30134112|13.1393172|12.96663162|12.6929828
Skeletonema;Skeletonema menzelii;Skeletonema menzelii;marine;10|15|20|25|30|35|10|15|20|25|30|35|10|15|20|25|30|35|10|15|20|25|30|35;0.53|1.2|1.462|1.979|2.114|0.758|0.549|1.129|1.417|2.119|2.114|1.873|0.453|0.97|1.462|1.813|1.903|2.58|0.632|1.301|1.857|1.845|1.961|0.605;12.47993766|13.06956824|13.04724569|13.13759798|12.99816174|11.77374794|12.5151591|13.00857897|13.01598229|13.20595059|12.99816174|12.67836126|12.32295278|12.85678748|13.04724569|13.04998925|12.89301144|12.99860924|12.65595005|13.15037989|13.28640261|13.06748559|12.9230344|11.54829302
Skeletonema;Skeletonema pseudocostatum;Skeletonema pseudocostatum;marine;10|15|20|25|30;0.61|1.219|1.375|1.447|1.9;12.62051962|13.08527754|12.98589406|12.82449876|12.89143374
Skeletonema;Skeletonema tropicum;Skeletonema tropicum;marine;13|16|19|23|25|28|31|33.5|17|21|24|27|31|12.5|14.5|17|21|24|27|31|34|17|21|24|27|31|15|20|25|30|15|20|25|30|15|20|25|30|15|20|25|30|15|20|25|30;0.083177662|1.178350207|1.109035489|1.524923797|2.079441542|1.802182669|1.663553233|1.375897153|0.207944154|1.039720771|1.109035489|0.831776617|1.663553233|0.166355323|1.15062432|1.095172545|1.531855269|1.310048171|1.594238515|1.642758818|1.254596397|0.207944154|1.046652243|1.122898433|0.852571032|1.642758818|0.813|1.103|1.219|1.084|0.761|0.916|1.303|1.194|0.832|1.368|1.503|1.55|0.858|1.11|1.426|1.561|0.69|1.361|1.55|1.497;10.4905436|13.0067926|12.81429041|12.96106358|13.18710568|12.91993039|12.71826087|12.42887326|11.22792934|12.66332796|12.6004119|12.18782307|12.71826087|11.20640619|13.04995228|12.889327|13.05085536|12.7669851|12.83841064|12.70568209|12.31686808|11.22792934|12.6699725|12.61283442|12.21251568|12.70568209|12.68022252|12.76547407|12.65303716|12.33023776|12.61412476|12.57970141|12.71967561|12.42688887|12.70332385|12.98079015|12.86246942|12.68783478|12.73409551|12.77180034|12.80987964|12.69490649|12.516183|12.97566005|12.89326124|12.65304296
Stellarima;Stellarima microtrias;Stellarima microtrias;marine;1|4|7;0.495|0.6|0.766|0.801|0.53|0.617|0.774|0.846|0.408|0.425|0.453|0.478;12.84216135|13.03453324|13.27878575|13.32346453|12.76385935|12.91585137|13.14255422|13.2315017|12.35876848|12.39959048|12.46339343|12.51711204
Stephanodiscus;Stephanodiscus astraea;Stephanodiscus astraea;freshwater;4|8|12|16|20|24;0.123380198|0.149719791|0.248839838|0.327165469|0.120607609|0.07139416;11.30625297|11.30912023|11.63188474|11.72538806|10.55222743|9.857381987
Stephanodiscus;Stephanodiscus hantzschii;Stephanodiscus hantzschii;freshwater;10|15|20|25|30|5|8|10|15|20|4|8|12|16|20|24|5|11|15.4;0.446|0.849|1.147|1.34|0.876|0.49|0.65|0.7|0.8|0.83|0.198240094|0.278645167|0.333403794|0.388855568|0.397173334|0.381924096|0.033|0.18|1.8;12.30737961|12.72355059|12.80459017|12.74767593|12.11719067|12.63721683|12.77732711|12.75814099|12.66410313|12.48111075|11.78046124|11.93029391|11.92442963|11.89812997|11.74405785|11.5343878|9.939319|11.35386296|13.45716851
Stephanodiscus;Stephanodiscus minutus;Stephanodiscus minutus;freshwater;10|15|20;0.596106575|0.707010124|0.589175103|0.797119258|0.748598955|0.894159863;12.59748013|12.76810564|12.35821483|12.66049571|12.37788845|12.55556963
Stephanopyxis;Stephanopyxis palmeriana;Stephanopyxis palmeriana;marine;13|16|20|23;0.752064691|0.860195651|0.950997932|0.937134988;12.69238712|12.69208186|12.61719694|12.47419119
Stichococcus;Stichococcus ;Stichococcus ;marine;10|15|20|25|30;0.083177662|0.332710647|0.298053288|0.180218267;10.62803948|11.78676459|11.56695823|11.24452332|10.53599329
Synechococcus;Synechococcus ;Synechococcus ;marine|freshwater|marine;14.5|17.5|19|22|23.5|26|28|30.5|32|12|13.5|15|16.5|18|19.5|20.5|22|23.5|25|26.5|27.5|29|30|31|32.5|34|35|36|37.5|38.5|40|14|20|28|14|20|28|15|20|23|25|30|35;0.206|0.346|0.458|0.601|0.69|0.77|0.8|0.648|0.417|0.035|0.057|0.108|0.188|0.24|0.258|0.292|0.272|0.319|0.294|0.319|0.306|0.302|0.306|0.319|0.306|0.319|0.34|0.298|0.35|0.98|0.89|0.43|1.17|1.19|0.107|0.115|0.398|0.404|0.418|0.46|0.463|0.471|0.486|0.491|0.493|0.704|0.734|0.775|0.7|0.723;11.32976849|11.71508168|11.92991361|12.07244268|12.14692092|12.1520069|12.10778832|11.79554471|11.29462517|9.670423337|10.08997986|10.66162263|11.14919465|11.32734057|11.33428728|11.41486991|11.27964981|11.37542043|11.2308308|11.25009437|11.20887481|11.10595106|11.05225159|11.02513488|10.96521681|10.94748997|10.90825566|10.82766916|10.81127498|10.83667288|10.64774515|11.8823044|12.64723762|12.21439805|12.08815646|12.82444408|12.50488518|10.65232024|10.72442354|11.74613706|11.76109993|11.79516648|11.76259035|11.76909091|11.78622195|11.73345966|11.74369516|11.74776021|11.89860293|11.9403336|11.9946876|11.69414489|11.72647378
Synechococcus;Synechococcus elongatus;Synechococcus elongatus;freshwater;20|25|27.5|30|32.5|35;0.3|0.67|0.64|0.72|0.82|0.91;11.46346752|12.05452875|11.90515189|11.92107579|11.95093605|11.95650916
Synechocystis;Synechocystis ;Synechocystis ;freshwater;20|25|30|35|39;0.726|1.19|1.707|1.479|1.213;12.34723507|12.62895962|12.7843173|12.44218602|12.08949302
Synechocystis;Synechocystis bourrellyi;Synechocystis bourrellyi;freshwater;10|15|20|25|30|35;0.399|0.616|0.735|0.938|1.288|1.302;12.19602207|12.40273837|12.35955555|12.39100098|12.50267048|12.31472138
Synechocystis;Synechocystis limnetica;Synechocystis limnetica;freshwater;8|15|17;0.35|0.24;12.1582879|11.46013033|11.37129871
Synedra;Synedra ;Synedra ;marine;1|5|7;0.303|0.407|0.442|0.494|0.387|0.519|0.529|0.561|0.37|0.397|0.414|0.432;12.35133639|12.64641677|12.72891347|12.8401391|12.40123613|12.69471532|12.71379987|12.77253234|12.26100431|12.33143759|12.37336728|12.4159269
Synedra;Synedra acus;Synedra acus;freshwater;15|20|23;1.38421492|1.51452659|1.382135478;13.21237982|13.08254324|12.86274889
Thalassionema;Thalassionema nitzschioides;Thalassionema nitzschioides;marine;14.5|17|21|24|27|31|1|4.5|7|9|11.5|14.2|17|20.3|22|25.7;1.15062432|0.311916231|1.15062432|1.76752531|1.247664925|1.351637002|0.512928914|0.464408611|0.554517744|0.76939337|0.790187786|1.095172545|1.275390812|0.956543109|0.360436534;13.04995228|11.63339445|12.76468045|13.06650163|12.59328818|12.51062151|12.87774085|12.60761831|12.66560011|12.89914475|12.81022106|12.68764091|12.889327|12.89774279|12.5371736|11.40539341
Thalassiosira;Thalassiosira curviseriata;Thalassiosira curviseriata;marine;5|10|15|20;0.65|0.96|1.5|1.93;12.9197838|13.07399394|13.29271179|13.32496033
Thalassiosira;Thalassiosira eccentrica;Thalassiosira eccentrica;marine;10|13|16.5|20|25;0.371|0.33|0.56|0.445|0.564;12.12326272|11.86865743|12.24068947|11.85775933|11.88230529
Thalassiosira;Thalassiosira nordenskioeldii;Thalassiosira nordenskioeldii;marine;0|5|10|15|-1|0|2|5|10|15;0.264782223|0.295973846|0.352811915|0.374992625|0.384696685|0.397173334|0.41796775|0.445693637|0.458170286|0.462329169|0.330631205|0.519860385|0.582936779|0.670966471|0.696612916|0.718100479|0.72780454|0.781176872|0.847719002|0.860195651|0.913567984|0.41796775|0.673045912|0.79157408|0.912874837|0.916340573|0.941987018|0.967633464|0.972485494|1.086854779|1.136761376|1.238654012|1.244892336|0.415888308|0.695226622|0.863661387|0.885842097|0.898318746|1.032096152|1.107649195|1.117353255|1.174884471|0.358|0.548|0.608|0.699|0.904|0.947;12.26610073|12.37746413|12.55312813|12.6140994|12.63964823|12.67156583|12.72259731|12.78682484|12.81443396|12.82347016|12.24381501|12.69637172|12.81089018|12.95153061|12.98904134|13.01942094|13.03284396|13.10361303|13.18536065|13.1999713|13.26016923|12.24246493|12.71887421|12.88108413|13.02365944|13.02744876|13.05505215|13.08191402|13.08691582|13.19810394|13.24299926|13.32884125|13.33386499|12.00990814|12.52372927|12.74067219|12.76603012|12.78001636|12.91883852|12.98948661|12.99820941|13.04841651|12.6176799|12.99346832|12.99854947|12.99246218|13.01389002|12.8327905
Thalassiosira;Thalassiosira oceanica;Thalassiosira oceanica;marine;15|20|25;0.71532789|1.276777107|1.291333197;12.55223243|12.91177935|12.71068148
Thalassiosira;Thalassiosira pseudonana;Thalassiosira pseudonana;marine;4|8|10|15|17|17.5|20|21|25|30|32.5|4|10|15|20|25|4|10|15|20|25|10|15|20|25|30|10|15|20|25|30|10|15|20|25|30|32.5|10|15|20|25|30|32.5|10|15|20|25|30|32.5;0.146947202|0.49|0.414142102|0.44388468|0.460587151|0.465544097|0.485358505|0.493987503|0.58|0.61|0.64|0.709|1.440359841|0.596634192|0.620262791|0.628135687|0.662052061|0.715582074|0.740308|0.821|0.921|1.03|1.268|1.442439283|0.496293381|0.918420014|1.13814767|1.51|1.864|0.680670531|0.964167728|1.081943817|1.101483867|1.136658506|1.140575294|1.17779369|1.200564428|1.271|1.276083959|1.31|1.697|1.709994094|1.796|0.879603772|0.943373313|1.375897153|0.506690589|0.89000098|1.049112443|1.17350483|1.174942418|1.265686752|1.362438886|1.398223398|1.621|1.661|1.691|1.747|1.83406744|2.385|1.237987046|1.337524306|1.351280195|1.385453218|1.391382254|1.394853581|0.333405675|0.348567212|0.512197205|0.622674131|0.728842735|0.767661061|0.214182479|0.880990066|1.42580375|1.869417946|1.682268207|0.378458361|0.927430928|1.442439283|1.781388254|1.968537993|0.278786571|0.344388021|0.362031491|0.437372166|0.474433896|0.551727894|0.610105544|0.619220359|0.6465552|0.67653159|0.690056086|0.848381551|0.920292365|0.934758914|0.953262774|0.964441397|1.00851539|0.957318276|0.979385851|1.035464393|1.199205936|1.228166794|1.35239571|0.08509638|0.100404078|0.145743929|0.268828035|0.066689297|0.228629389|0.381050384|0.393712675|0.399264766|0.402811648|0.458018052|0.601965655|0.636897801|0.692829937|0.708691695|0.785865047|1.12121252|1.140477428|1.142381488|1.143174191|1.151485837|1.155629037|1.084384335|1.131469702|1.276361133|1.341340563|1.484783954|1.514973718|0.124646183|0.218223028|0.283274185|0.291913428|0.327177697|0.440260857|0.034123355|0.196889813|0.236442438|0.347868531|0.382965142|0.402300728|0.469988122|0.609754482|0.613385061|0.651833385|0.834786504|0.873696344|1.014038069|1.040907146|1.045275099|1.072992152|1.076351185|1.120324474|1.176700694|1.321225577|1.34495438|1.428392994|1.455720997|1.473152574|1.164481857|1.174714685|1.17676551|1.253009346|1.265768879|1.310131434|0.101690631|0.228211736|0.264163784|0.380993934|0.395872115|0.640852267|0.418421998|0.503041638|0.55921805|0.564313581|0.583251804|0.463260233|0.531668883|0.644140783|0.687342672|0.750179007|0.764552333|1.090603796|1.097020668|1.123517294|1.135855979|1.141789745|1.187400534|1.299471017|1.354275337|1.36053481|1.452147814|1.232339669|1.27204321|1.280351349|1.357282389|1.405479642|1.410051118|0.129251437|0.269645038|0.360803777|0.464409087|0.496399831|0.43881542|0.474227836|0.522097973|0.575550473|0.617178273|0.623323706|0.531267448|0.657454498|0.728664088|0.730451447|0.77190319|0.858344743|1.075559369|1.10796384|1.127781566|1.137755056|1.142238981|1.188255939|1.298038147|1.325459022|1.374708767|1.40253543|1.470501567|1.102275109|1.241704402|1.286200754|1.377404358|1.528240011|1.549659464|0.418497375|0.576054286|0.609719256|0.620415716;11.4810557|12.49476013|12.23326981|12.30262546|12.33956275|12.35026748|12.39194846|12.40957088|12.57008876|12.62051962|12.66852883|12.77091618|13.47970891|12.37079559|12.40963465|12.42224761|12.4748356|12.55258771|12.58655772|12.69001452|12.80495144|12.91680549|13.12468754|13.25358231|12.09782704|12.71331461|12.92781716|13.21052472|13.3991229|12.28276344|12.63095032|12.74619958|12.76409857|12.79553315|12.79897311|12.83108326|12.85023213|12.90724432|12.91123631|12.93746747|13.19630232|13.20393025|13.2530023|12.49609204|12.56608257|12.94348176|11.77515157|12.3384736|12.50295083|12.61500117|12.61622545|12.69062118|12.76428271|12.79020874|12.93804956|12.96242614|12.98032638|13.01290635|13.06154246|13.32420544|12.46306656|12.54040023|12.55063229|12.57560717|12.57987753|12.5823693|11.0509917|11.09546278|11.48034142|11.67565503|11.83308969|11.88498002|11.8578107|12.98810701|13.24198238|13.29306745|12.97514932|12.4270884|13.03947898|13.25358231|13.24483331|13.13229745|11.83750717|12.04882965|12.09879186|12.28784513|12.36918295|12.29254639|12.39312337|12.40795261|12.45114998|12.49647055|12.51626429|12.50301553|12.58437646|12.5999737|12.61957565|12.63123412|12.67591967|12.41138695|12.43417673|12.48985633|12.63666593|12.66052896|12.75688393|9.785609071|9.951027398|10.32367575|10.93589647|10.40710513|11.63916296|12.14999227|12.18268205|12.19668543|12.20552974|12.10640001|12.3796918|12.43610061|12.52027597|12.54291199|12.64627649|12.78185104|12.7988873|12.80055544|12.8012491|12.80849347|12.81208515|12.53601871|12.57852372|12.69901948|12.74867585|12.85027559|12.8704044|10.16730376|10.72734218|10.98823985|11.01828185|11.13232801|11.42919198|9.737042705|11.48970491|11.67276545|12.05888528|12.15500463|12.20426055|12.13219883|12.39254779|12.3984843|12.45928039|12.70666742|12.75222429|12.68138078|12.70753292|12.71172043|12.73789148|12.74101712|12.78105868|12.61772081|12.73356609|12.75136641|12.81155635|12.83050762|12.84241103|12.40185608|12.41060515|12.41234943|12.47512799|12.4852596|12.51970732|9.863566883|10.67190557|10.81820101|11.18441516|11.22272293|11.70443067|12.24355115|12.4277336|12.53360013|12.54267075|12.57567966|12.11778036|12.2555123|12.44740872|12.51232437|12.59980326|12.61878188|12.75417181|12.76003835|12.78390453|12.79482686|12.80003731|12.83920682|12.71696359|12.75827282|12.76288418|12.82805003|12.45849439|12.49020429|12.49671438|12.55506431|12.58995848|12.59320581|10.10339134|10.83873813|11.12996596|11.38239752|11.44901342|12.29113953|12.36874853|12.46491592|12.56238759|12.63221858|12.64212663|12.25475697|12.46786696|12.57070425|12.57315417|12.62835055|12.73449722|12.7402812|12.76996428|12.78769282|12.7964974|12.80043068|12.83992696|12.71586032|12.73676515|12.77324822|12.79328793|12.84060986|12.34695618|12.46606481|12.50127257|12.56978068|12.67369661|12.68761506|11.27830233|11.59783361|11.65463032|11.67202147
