corkrey_taxID;corkrey_genus;corkrey_species;corkrey_speciesStrain;corkrey_growthTemp;corkrey_oxygen;corkrey_trophy;corkrey_doublingH;corkrey_ref
155978;Acaryochloris;Acaryochloris marina;Acaryochloris marina;29.8;aerobic;autotroph;31.35;Miyashita H, Ikemoto H, Kurano N, Miyachi S, Chihara M. Acaryochloris marina gen. et sp. nov. (Cyanobacteria), an oxygenic photosynthetic prokaryote containing chl d as a major pigment. J Phycol. 2003
1045764;Methanothermobacter;Methanothermobacter crinale;Methanothermobacter crinale;64.8;anaerobic;autotroph;19.52;Cheng L, Dai L, Li X, Zhang H, Lu Y. Isolation and characterization of Methanothermobacter crinale sp. nov., a novel hydrogenotrophic methanogen from the Shengli oil field. Appl Environ Microbiol. 2011
48383;Thermothrix;Thermothrix azorensis;Thermothrix azorensis;78;aerobic;autotroph;1.49;Odintsova EV, Jannasch HW, Mamone JA, Langworthy TA. Thermothrix azorensis sp. nov., an obligately chemolithoautotrophic, sulfuroxidizing, thermophilic bacterium. Int J Syst Bacteriol. 1996
85993;Hydrogenophilus;Hydrogenophilus hirschii;Hydrogenophilus hirschii;62.5;anaerobic;autotroph;0.66;StoÃƒÃ hr R, Waberski A, Liesack W, VoÃƒÃ lker H, Wehmeyer U, Thomm M. Hydrogenophilus hirschii sp. nov., a novel thermophilic hydrogenoxidizing beta-proteobacterium isolated from Yellowstone National Park. Int J Syst Evol Microbiol. 2001
41675;Stygiolobus;Stygiolobus azoricus;Stygiolobus azoricus;80.4;anaerobic;autotroph;2.84;Segerer AH, Trincone A, Gahrtz M, Stetter KO. Stygiolobus azoricus gen. nov., sp. nov. represents a novel genus of anaerobic, extremely thermoacidophilic archaebacteria of the order Sulfolobales. Int J Syst Bacteriol. 1991
2320;Methanopyrus;Methanopyrus kandleri;Methanopyrus kandleri;100.1;anaerobic;autotroph;0.96;Kurr M, Huber R, KoÃƒÃ nig H, Jannasch HW, Fricke H, Trincone A, et al. Methanopyrus kandleri, gen. and sp. nov. represents a novel group of hyperthermophilic methanogens, growing at 110 C. Arch Microbiol. 1991
160660;Thiobacillus;Thiobacillus prosperus;Thiobacillus prosperus;32.8;aerobic;autotroph;6;Huber H, Stetter KO. Thiobacillus prosperus sp. nov., represents a new group of halotolerant metal-mobilizing bacteria isolated from a marine geothermal field. Arch Microbiol. 1989
83982;Methanobacterium;Methanobacterium thermoaggregans;Methanobacterium thermoaggregans;65.5;anaerobic;autotroph;3.63;Blotevogel KH, Fischer U. Isolation and characterization of a new thermophilic and autotrophic methane producing bacterium: Methanobacterium thermoaggregans spec. nov. Arch Microbiol. 1985
2180;Methanothermus;Methanothermus fervidus;Methanothermus fervidus;65.2;anaerobic;autotroph;3.34;Stetter KO, Thomm M, Winter J, Wildgruber G, Huber H, Zillig W, et al. Methanothermus fervidus, sp. nov., a novel extremely thermophilic methanogen isolated from an Icelandic hot spring. Zbl Bakt Hyg, I Abt Orig C. 1981
47303;Sulfolobus;Sulfolobus metallicus;Sulfolobus metallicus;70;aerobic;autotroph;7.92;Huber G, Stetter KO. Sulfolobus metallicus, sp. nov., a novel strictly chemolithoautotrophic thermophilic archaeal species of metalmobilizers. Syst Appl Microbiol. 1991
83565;Methanobacterium;Methanobacterium espanolae;Methanobacterium espanolae;35.3;anaerobic;autotroph;27.21;Patel GB, Sprott GD, Fein JE. Isolation and characterization of Methanobacterium espanolae sp. nov., a mesophilic, moderately acidiphilic methanogen. Int J Syst Bacteriol. 1990
38024;Methanohalophilus;Methanohalophilus oregonense;Methanohalophilus oregonense;35.4;anaerobic;autotroph;9.58;Liu Y, Boone DR, Choy C. Methanohalophilus oregonense sp. nov., a methylotrophic methanogen from an alkaline, saline aquifer. Int J Syst Bacteriol. 1990
84592;Methanosarcina;Methanosarcina semesiae;Methanosarcina semesiae;31;anaerobic;autotroph;4.03;Lyimo TJ, Pol A, Op den Camp HJ, Harhangi HR, Vogels GD. Methanosarcina semesiae sp. nov., a dimethylsulfide-utilizing methanogen from mangrove sediment. Int J Syst Evol Microbiol. 2000
1223;Prochlorothrix;Prochlorothrix hollandica;Prochlorothrix hollandica;24.6;aerobic;autotroph;24.02;Burger-Wiersma T, Stal LJ, Mur LR. Prochlorthrix hollandica gen. nov. sp. nov., a filamentous oxygenic photoautotrophic procaryote containing chlorophylls a and b: Assignment to Prochlorotrichaceae fam. nov. and order Prochlorales Florenzano, Balloni, and Materassi 1986, with emendation of the ordinal description. Int J Syst Bacteriol. 1989
39664;Methanohalophilus;Methanohalophilus portucalensis;Methanohalophilus portucalensis;42.1;anaerobic;autotroph;3.16;Boone DR, Mathrani IM, Liu Y, Menaia JAGF, Mah RA, Boone JE. Isolation and characterization of Methanohalophilus portucalensis sp. nov. and DNA reassociation study of the genus Methanohalophilus. Int J Syst Bacteriol. 1993
269261;Nitratifractor;Nitratifractor salsuginis;Nitratifractor salsuginis;36.8;microaerophilic;autotroph;1.84;Nakagawa S, Takai K, Inagaki F, Horikoshi K, Sako Y. Nitratiruptor tergarcus gen. nov., sp. nov. and Nitratifractor salsuginis gen. nov., sp. nov., nitrate-reducing chemolithoautotrophs of the Å’Âµ-Proteobacteria isolated from a deep-sea hydrothermal system in the Mid-Okinawa Trough. Int J Syst Evol Microbiol. 2005
269259;Nitratiruptor;Nitratiruptor tergarcus;Nitratiruptor tergarcus;55.1;microaerophilic;autotroph;1.44;Nakagawa S, Takai K, Inagaki F, Horikoshi K, Sako Y. Nitratiruptor tergarcus gen. nov., sp. nov. and Nitratifractor salsuginis gen. nov., sp. nov., nitrate-reducing chemolithoautotrophs of the Å’Âµ-Proteobacteria isolated from a deep-sea hydrothermal system in the Mid-Okinawa Trough. Int J Syst Evol Microbiol. 2005
264691;Anabaena;Anabaena variabilis;Anabaena variabilis;34.8;aerobic;autotroph;13.91;Kratz WA, Myers J. Nutrition and growth of several blue-green algae. Am J Bot. 1955
1179;Nostoc;Nostoc muscorum;Nostoc muscorum;32.5;aerobic;autotroph;19.63;Kratz WA, Myers J. Nutrition and growth of several blue-green algae. Am J Bot. 1955
169300;Geothermobacterium;Geothermobacterium ferrireducens;Geothermobacterium ferrireducens;90;anaerobic;autotroph;13.17;Kashefi K, Holmes DE, Reysenbach AL, Lovley DR. Use of Fe (III) as an electron acceptor to recover previously uncultured hyperthermophiles: isolation and characterization of Geothermobacterium ferrireducens gen. nov., sp. nov. Appl Environ Microbiol. 2002
502115;Methanolobus;Methanolobus chelungpuianus;Methanolobus chelungpuianus;37.2;anaerobic;autotroph;9.67;Wu SY, Lai MC. Methanogenic archaea isolated from Taiwanâ€šÃ„Ã´s Chelungpu Fault. Appl Environ Microbiol. 2011
2171;Methanobacterium;Methanobacterium palustre;Methanobacterium palustre;37.1;anaerobic;autotroph;7.81;Wu SY, Lai MC. Methanogenic archaea isolated from Taiwanâ€šÃ„Ã´s Chelungpu Fault. Appl Environ Microbiol. 2011
2296;Desulfobacterium;Desulfobacterium autotrophicum;Desulfobacterium autotrophicum;28;anaerobic;autotroph;1.96;Rabus R, BruÃƒÃ chert V, Amann J, KoÃƒÃ nneke M. Physiological response to temperature changes of the marine, sulfate-reducing bacterium Desulfobacterium autotrophicum. FEMS Microbiol Ecol. 2002
1277351;Methanospirillum;Methanospirillum stamsii;Methanospirillum stamsii;29.9;anaerobic;autotroph;1.94;Parshina SN, Ermakova AV, Bomberg M, Detkova EN. Methanospirillum stamsii sp. nov., a psychrotolerant, hydrogenotrophic, methanogenic archaeon isolated from an anaerobic expanded granular sludge bed bioreactor operated at low temperature. Int J Syst Evol Microbiol. 2014
924;Thiobacillus;Thiobacillus sp.;Thiobacillus sp.;18.4;aerobic;autotroph;8.31;Sattley WM, Madigan MT. Isolation, characterization, and ecology of cold-active, chemolithotrophic, sulfur-oxidizing bacteria from perennially ice-covered Lake Fryxell, Antarctica. Appl Environ Microbiol. 2006
931;Thiobacillus;Thiobacillus thioparus;Thiobacillus thioparus;30.2;facultative;autotroph;13.94;Sattley WM, Madigan MT. Isolation, characterization, and ecology of cold-active, chemolithotrophic, sulfur-oxidizing bacteria from perennially ice-covered Lake Fryxell, Antarctica. Appl Environ Microbiol. 2006
53424;Thermodesulfobacterium;Thermodesulfobacterium hveragerdense;Thermodesulfobacterium hveragerdense;70;anaerobic;autotroph;5.39;Sonne-Hansen J, Ahring BK. Thermodesulfobacterium hveragerdense sp. nov., and Thermodesulfovibrio islandicus sp. nov., two thermophilic sulfate reducing bacteria isolated from a Icelandic hot spring. Syst Appl Microbiol. 1999
53423;Thermodesulfovibrio;Thermodesulfovibrio islandicus;Thermodesulfovibrio islandicus;65.4;anaerobic;autotroph;17.13;Sonne-Hansen J, Ahring BK. Thermodesulfobacterium hveragerdense sp. nov., and Thermodesulfovibrio islandicus sp. nov., two thermophilic sulfate reducing bacteria isolated from a Icelandic hot spring. Syst Appl Microbiol. 1999
71152;Methanocalculus;Methanocalculus halotolerans;Methanocalculus halotolerans;36.9;anaerobic;autotroph;9.22;Ollivier B, Fardeau ML, Cayol JL, Magot M, Patel BKC, Prensier G, et al. Methanocalculus halotolerans gen. nov., sp. nov., isolated from an oil-producing well. Int J Syst Bacteriol. 1998
106207;Methanocalculus;Methanocalculus taiwanensis;Methanocalculus taiwanensis;37.1;anaerobic;autotroph;11.46;Lai MC, Chen SC, Shu CM, Chiou MS, Wang CC, Chuang MJ, et al. Methanocalculus taiwanensis sp. nov., isolated from an estuarine environment. Int J Syst Evol Microbiol. 2002
498371;Nautilia;Nautilia abyssi;Nautilia abyssi;60;anaerobic;autotroph;1.95;Alain K, Callac N, GueÃƒÃ…gan M, Lesongeur F, Crassous P, CambonBonavita MA, et al. Nautilia abyssi sp. nov., a thermophilic, chemolithoautotrophic, sulfur-reducing bacterium isolated from an East Pacific Rise hydrothermal vent. Int J Syst Evol Microbiol. 2009
1143;Synechocystis;Synechocystis sp.;Synechocystis sp.;40;aerobic;autotroph;141.27;Tillich UM, Wolter N, Franke P, DuÃƒÃ hring U, Frohme M. Screening and genetic characterization of thermo-tolerant Synechocystis sp. PCC6803 strains created by adaptive evolution. BMC Biotechnol. 2014
64160;Desulfurobacterium;Desulfurobacterium thermolithotrophum;Desulfurobacterium thermolithotrophum;69.5;anaerobic;autotroph;1.56;Lâ€šÃ„Ã´Haridon S, Cilia V, Messner P, Raguenes G, Gambacorta A, Sleytr UB, et al. Desulfurobacterium thermolithotrophum gen. nov., sp. nov., a novel autotrophic, sulphur-reducing bacterium isolated from a deep-sea hydrothermal vent. Int J Syst Bacteriol. 1998
2200;Methanogenium;Methanogenium frittonii;Methanogenium frittonii;57.4;anaerobic;autotroph;1.18;Harris JE, Pinn PA, Davis RP. Isolation and characterization of a novel thermophilic, freshwater methanogen. Appl Environ Microbiol. 1984
81417;Methanogenium;Methanogenium tatii;Methanogenium tatii;39.9;anaerobic;autotroph;11.53;Zabel HP, KoÃƒÃ nig H, Winter J. Isolation and characterization of a new coccoid methanogen, Methanogenium tatii spec. nov. from a solfataric field on Mount Tatio. Arch Microbiol. 1984
58290;Archaeoglobus;Archaeoglobus veneficus;Archaeoglobus veneficus;79.9;anaerobic;autotroph;1.02;Huber H, Jannasch H, Rachel R, Fuchs T, Stetter KO. Archaeoglobus veneficus sp. nov., a novel facultative chemolithoautotrophic hyperthermophilic sulfite reducer, isolated from abyssal black smokers. Syst Appl Microbiol. 1997
35835;Hydrogenobacter;Hydrogenobacter hydrogenophilus;Hydrogenobacter hydrogenophilus;64.9;microaerophilic;autotroph;0.38;Stohr R, Waberski A, VoÃƒÃ lker H, Tindall BJ, Thomm M. Hydrogenothermus marinus gen. nov., sp. nov., a novel thermophilic hydrogen-oxidizing bacterium, recognition of Calderobacterium hydrogenophilum as a member of the genus Hydrogenobacter and proposal of the reclassification of Hydrogenobacter acidophilus as Hydrogenobaculum acidophilum gen. nov., comb. nov., in the phylum â€šÃ„Ã²Hydrogenobacter/Aquifexâ€šÃ„Ã´. Int J Syst Evol Microbiol. 2001
2188;Methanococcus;Methanococcus voltae;Methanococcus voltae;40.2;anaerobic;autotroph;1.51;Huber H, Thomm M, KoÃƒÃ nig H, Thies G, Stetter KO. Methanococcus thermolithotrophicus, a novel thermophilic lithotrophic methanogen. Arch Microbiol. 1982
2283;Desulfurolobus;Desulfurolobus ambivalens;Desulfurolobus ambivalens;79.4;facultative;autotroph;6.83;Zillig W, Yeats S, Holz I, BoÃƒÃ ck A, Rettenberger M, Gropp F, et al. Desulfurolobus ambivalens, gen. nov., sp. nov., an autotrophic archaebacterium facultatively oxidizing or reducing sulfur. Syst Appl Microbiol. 1986
49339;Methanobacterium;Methanobacterium defluvii;Methanobacterium defluvii;60.8;anaerobic;autotroph;2.64;Kotelnikova S, Obraztsova AY, Gongadze G, Laurinavichius K. Methanobacterium thermoflexum sp. nov. and Methanobacterium defluvii sp. nov., thermophilic rod-shaped methanogens isolated from anaerobic digestor sludge. Syst Appl Microbiol. 1993
49340;Methanobacterium;Methanobacterium thermoflexum;Methanobacterium thermoflexum;54.6;anaerobic;autotroph;3.44;Kotelnikova S, Obraztsova AY, Gongadze G, Laurinavichius K. Methanobacterium thermoflexum sp. nov. and Methanobacterium defluvii sp. nov., thermophilic rod-shaped methanogens isolated from anaerobic digestor sludge. Syst Appl Microbiol. 1993
2189;Methanococcus;Methanococcus igneus;Methanococcus igneus;88.2;anaerobic;autotroph;0.35;Burggraf S, Fricke H, Neuner A, Kristjansson J, Rouvier P, Mandelco L, et al. Methanococcus igneus sp. nov., a novel hyperthermophilic methanogen from a shallow submarine hydrothermal system. Syst Appl Microbiol. 1990
39060;Desulfotomaculum;Desulfotomaculum geothermicum;Desulfotomaculum geothermicum;53.9;anaerobic;autotroph;17.44;Daumas S, Cord-Ruwisch R, Garcia JL. Desulfotomaculum geothermicum sp. nov., a thermophilic, fatty acid-degrading, sulfate-reducing bacterium isolated with H2 from geothermal ground water. Antonie van Leeuwenhoek. 1988
206249;Desulfurobacterium;Desulfurobacterium crinifex;Desulfurobacterium crinifex;60.2;anaerobic;autotroph;1.28;Alain K, Rolland S, Crassous P, Lesongeur F, Zbinden M, Le Gall C, et al. Desulfurobacterium crinifex sp. nov., a novel thermophilic, pinkishstreamer forming, chemolithoautotrophic bacterium isolated from a Juan de Fuca Ridge hydrothermal vent and amendment of the genus Desulfurobacterium. Extremophiles. 2003
128945;Nautilia;Nautilia lithotrophica;Nautilia lithotrophica;53;anaerobic;autotroph;2.33;Miroshnichenko ML, Kostrikina NA, lâ€šÃ„Ã´Haridon S, Jeanthon C, Hippe H, Stackebrandt E, et al. Nautilia lithotrophica gen. nov., sp. nov., a thermophilic sulfur-reducing Å’Âµ-proteobacterium isolated from a deep-sea hydrothermal vent. Int J Syst Evol Microbiol. 2002
691;Vibrio;Vibrio natriegens;Vibrio natriegens;37;facultative;heterotroph;0.16;Eagon RG. Pseudomonas natriegens, a marine bacterium with a generation time of less than 10 minutes. J Bacteriol. 1962
413888;Caldicellulosiruptor;Caldicellulosiruptor hydrothermalis;Caldicellulosiruptor hydrothermalis;65;anaerobic;heterotroph;2;Miroshnichenko ML, Kublanov IV, Kostrikina NA, Tourova TP, Kolganova TV, Birkeland NK, et al. Caldicellulosiruptor kronotskyensis sp. nov. and Caldicellulosiruptor hydrothermalis sp. nov., two extremely thermophilic, cellulolytic, anaerobic bacteria from Kamchatka thermal springs. Int J Syst Evol Microbiol. 2008
413889;Caldicellulosiruptor;Caldicellulosiruptor kronotskyensis;Caldicellulosiruptor kronotskyensis;70;anaerobic;heterotroph;2.5;Miroshnichenko ML, Kublanov IV, Kostrikina NA, Tourova TP, Kolganova TV, Birkeland NK, et al. Caldicellulosiruptor kronotskyensis sp. nov. and Caldicellulosiruptor hydrothermalis sp. nov., two extremely thermophilic, cellulolytic, anaerobic bacteria from Kamchatka thermal springs. Int J Syst Evol Microbiol. 2008
52765;Caldicellulosiruptor;Caldicellulosiruptor kristjanssonii;Caldicellulosiruptor kristjanssonii;78;anaerobic;heterotroph;2;Bredholt S, Sonne-Hansen J, Nielsen P, Mathrani IM, Ahring BK. Caldicellulosiruptor kristjanssonii sp. nov., a cellulolytic, extremely thermophilic, anaerobic bacterium. Int J Syst Bacteriol. 1999
301953;Caldicellulosiruptor;Caldicellulosiruptor acetigenus;Caldicellulosiruptor acetigenus;64.9;anaerobic;heterotroph;4.93;Nielsen P, Mathrani IM, Ahring BK. Thermoanaerobium acetigenum spec. nov., a new anaerobic, extremely thermophilic, xylanolytic nonspore-forming bacterium isolated from an Icelandic hot spring. Arch Microbiol. 1993
31899;Caldicellulosiruptor;Caldicellulosiruptor bescii;Caldicellulosiruptor bescii;77.9;anaerobic;heterotroph;1.18;Yang SJ, Kataeva I, Wiegel J, Yin Y, Dam P, Xu Y, et al. Classification of â€šÃ„Ã²Anaerocellum thermophilumâ€šÃ„Ã´ strain DSM 6725 as Caldicellulosiruptor bescii sp. nov. Int J Syst Evol Microbiol. 2010
1312852;Thermoanaerobaculum;Thermoanaerobaculum aquaticum;Thermoanaerobaculum aquaticum;60;anaerobic;heterotroph;8.9;Losey NA, Stevenson BS, Busse HJ, DamsteÃƒÃ… JSS, Rijpstra WIC, Rudd S, et al. Thermoanaerobaculum aquaticum gen. nov., sp. nov., the first cultivated member of Acidobacteria subdivision 23, isolated from a hot spring. Int J Syst Evol Microbiol. 2013
501340;Thermococcoides;Thermococcoides shengliensis;Thermococcoides shengliensis;65;anaerobic;heterotroph;1.75;Feng Y, Cheng L, Zhang X, Li X, Deng Y, Zhang H. Thermococcoides shengliensis gen. nov., sp. nov., a new member of the order Thermotogales isolated from oil-production fluid. Int J Syst Evol Microbiol. 2010
1495039;Mesoaciditoga;Mesoaciditoga lauensis;Mesoaciditoga lauensis;58.5;anaerobic;heterotroph;3;Reysenbach AL, Liu Y, Lindgren AR, Wagner ID, Sislak CD, Mets A, et al. Mesoaciditoga lauensis gen. nov., sp. nov., a moderately thermoacidophilic member of the order Thermotogales from a deep-sea hydrothermal vent. Int J Syst Evol Microbiol. 2013
29372;Clostridium;Clostridium thermobutyricum;Clostridium thermobutyricum;53.5;anaerobic;heterotroph;0.54;Canganella F, Kuk SU, Morgan H, Wiegel J. Clostridium thermobutyricum: growth studies and stimulation of butyrate formation by acetate supplementation. Microbiol Res. 2002
678;Vibrio;Vibrio sp.;Vibrio sp.;30;facultative;heterotroph;0.48;Kushmarol A, Rosenberg E, Fine M, Haim YB, Loyal Y. Effect of temperature on bleaching of the coral Oculina patagonica by Vibrio AK-1. Mar Ecol Prog Ser. 1998
